# frequency	time	expenses	motivation	taste	hygiene	menu	presentation	attendance	ingredients	place.to.sit	takeaway	variation	stop.strucks	schedule	gender	age.group	scholarity	average.income	has.work	marital.status	street_food	gourmet	italian_food	brazilian_food	mexican_food	chinese_food	japanese_food	arabic_food	snacks	healthy_food	fitness_food	sweets_desserts
1.000	b'happy_hour'	30.000	b'friend'	5.000	5.000	5.000	5.000	5.000	5.000	4.000	2.000	5.000	5.000	5.000	b'M'	1.000	1.500	6.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dinner'	20.000	b'friend'	5.000	5.000	4.000	5.000	4.000	5.000	5.000	3.000	4.000	2.000	2.000	b'M'	2.000	1.500	5.000	0.000	b'single'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	20.000	b'social_network'	5.000	4.000	2.000	4.000	5.000	5.000	5.000	3.000	4.000	3.000	4.000	b'M'	4.000	3.000	5.000	1.000	b'single'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	15.000	b'social_network'	5.000	4.000	4.000	3.000	4.000	5.000	2.000	3.000	5.000	4.000	5.000	b'M'	2.000	1.500	4.000	0.000	b'single'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'	b'1'	b'1'
0.000	b'dinner'	15.000	b'social_network'	5.000	4.000	4.000	4.000	5.000	5.000	5.000	3.000	3.000	1.000	3.000	b'F'	1.000	1.500	2.000	0.000	b'single'	b'1'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'	b'1'
1.000	b'dinner'	20.000	b'social_network'	5.000	5.000	4.000	4.000	5.000	5.000	5.000	3.000	3.000	1.000	2.000	b'M'	2.000	1.500	4.000	0.000	b'single'	b'1'	b'1'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
1.000	b'dinner'	30.000	b'social_network'	5.000	5.000	4.000	5.000	4.000	5.000	5.000	3.000	4.000	5.000	5.000	b'F'	4.000	2.000	5.000	0.000	b'single'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
0.000	b'afternoon'	20.000	b'friend'	5.000	5.000	5.000	5.000	5.000	5.000	3.000	5.000	4.000	1.000	3.000	b'F'	8.000	1.000	2.000	1.000	b'married'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'
1.000	b'dinner'	20.000	b'social_network'	5.000	5.000	5.000	5.000	5.000	4.000	4.000	4.000	4.000	3.000	3.000	b'M'	3.000	2.000	3.000	1.000	b'single'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dinner'	20.000	b'social_network'	5.000	4.000	4.000	4.000	5.000	5.000	4.000	4.000	4.000	3.000	4.000	b'F'	2.000	2.000	4.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dawn'	20.000	b'by_chance'	5.000	5.000	1.000	4.000	4.000	4.000	4.000	4.000	4.000	2.000	2.000	b'F'	2.000	1.500	3.000	1.000	b'single'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'	b'1'	b'1'
2.000	b'dinner'	40.000	b'social_network'	5.000	5.000	5.000	5.000	5.000	5.000	5.000	3.000	4.000	4.000	4.000	b'F'	4.000	1.500	3.000	1.000	b'single'	b'0'	b'1'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	30.000	b'friend'	5.000	4.000	2.000	4.000	3.000	4.000	2.000	2.000	4.000	4.000	2.000	b'M'	2.000	1.500	4.000	0.000	b'single'	b'1'	b'1'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
0.000	b'dinner'	15.000	b'friend'	5.000	2.000	4.000	3.000	5.000	5.000	2.000	2.000	4.000	2.000	2.000	b'M'	2.000	2.000	1.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dawn'	15.000	b'by_chance'	4.000	4.000	3.000	5.000	5.000	4.000	5.000	3.000	3.000	3.000	3.000	b'F'	3.000	3.000	3.000	1.000	b'single'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'	b'1'	b'0'
1.000	b'dinner'	15.000	b'social_network'	4.000	4.000	4.000	4.000	4.000	4.000	2.000	4.000	4.000	4.000	4.000	b'F'	4.000	2.000	1.000	1.000	b'single'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
0.000	b'dinner'	30.000	b'social_network'	5.000	5.000	2.000	5.000	5.000	2.000	3.000	1.000	3.000	1.000	1.000	b'F'	2.000	1.500	4.000	1.000	b'single'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'afternoon'	15.000	b'by_chance'	5.000	5.000	5.000	5.000	5.000	5.000	5.000	3.000	3.000	2.000	4.000	b'M'	1.000	0.000	4.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	20.000	b'by_chance'	5.000	5.000	4.000	4.000	4.000	4.000	2.000	3.000	5.000	5.000	1.000	b'M'	2.000	2.000	1.000	1.000	b'single'	b'1'	b'1'	b'0'	b'0'	b'1'	b'0'	b'1'	b'0'	b'0'	b'1'	b'0'	b'1'
0.000	b'happy_hour'	30.000	b'friend'	5.000	5.000	5.000	5.000	5.000	5.000	4.000	4.000	5.000	1.000	1.000	b'F'	4.000	3.000	3.000	1.000	b'single'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	20.000	b'by_chance'	5.000	4.000	4.000	3.000	5.000	3.000	5.000	3.000	4.000	4.000	1.000	b'F'	1.000	0.000	4.000	0.000	b'single'	b'0'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
2.000	b'happy_hour'	20.000	b'social_network'	5.000	5.000	4.000	4.000	5.000	4.000	4.000	3.000	4.000	4.000	4.000	b'F'	2.000	2.000	3.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dinner'	30.000	b'social_network'	4.000	5.000	3.000	4.000	4.000	4.000	3.000	3.000	3.000	2.000	2.000	b'M'	3.000	4.000	3.000	1.000	b'single'	b'1'	b'1'	b'1'	b'1'	b'0'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	15.000	b'by_chance'	5.000	5.000	3.000	4.000	5.000	5.000	4.000	2.000	3.000	3.000	3.000	b'F'	3.000	1.500	2.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dawn'	20.000	b'by_chance'	5.000	3.000	3.000	5.000	5.000	5.000	5.000	2.000	4.000	2.000	1.000	b'M'	3.000	2.000	5.000	1.000	b'married'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
2.000	b'dinner'	20.000	b'social_network'	5.000	5.000	4.000	5.000	5.000	4.000	4.000	3.000	5.000	3.000	5.000	b'F'	2.000	1.500	1.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	20.000	b'by_chance'	5.000	5.000	4.000	5.000	5.000	5.000	4.000	2.000	4.000	2.000	1.000	b'F'	4.000	3.000	3.000	1.000	b'single'	b'0'	b'1'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
0.000	b'dinner'	15.000	b'friend'	5.000	5.000	4.000	4.000	5.000	4.000	4.000	4.000	5.000	3.000	2.000	b'F'	2.000	1.500	2.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'1'	b'0'
1.000	b'dinner'	15.000	b'friend'	5.000	5.000	4.000	5.000	5.000	4.000	4.000	2.000	2.000	4.000	3.000	b'F'	4.000	1.500	1.000	0.000	b'married'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dawn'	15.000	b'social_network'	5.000	5.000	4.000	4.000	4.000	4.000	1.000	5.000	4.000	3.000	3.000	b'F'	2.000	1.500	6.000	0.000	b'single'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	20.000	b'social_network'	5.000	4.000	4.000	4.000	5.000	5.000	4.000	1.000	3.000	5.000	5.000	b'F'	3.000	4.000	4.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
1.000	b'dinner'	20.000	b'social_network'	5.000	5.000	5.000	5.000	5.000	5.000	3.000	2.000	5.000	2.000	2.000	b'M'	2.000	1.500	3.000	0.000	b'single'	b'1'	b'1'	b'1'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'happy_hour'	20.000	b'by_chance'	5.000	5.000	4.000	4.000	5.000	3.000	3.000	2.000	3.000	1.000	1.000	b'F'	2.000	1.500	3.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dinner'	15.000	b'by_chance'	4.000	5.000	4.000	4.000	5.000	5.000	4.000	4.000	3.000	2.000	1.000	b'F'	6.000	3.000	3.000	1.000	b'single'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'happy_hour'	15.000	b'by_chance'	1.000	1.000	1.000	1.000	1.000	1.000	5.000	2.000	2.000	1.000	1.000	b'F'	2.000	1.500	4.000	0.000	b'single'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'1'	b'1'
0.000	b'happy_hour'	20.000	b'web'	4.000	3.000	5.000	3.000	5.000	4.000	2.000	4.000	4.000	1.000	1.000	b'M'	1.000	1.500	4.000	0.000	b'single'	b'0'	b'0'	b'0'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
2.000	b'dawn'	15.000	b'friend'	5.000	4.000	3.000	3.000	4.000	4.000	3.000	1.000	3.000	3.000	3.000	b'M'	2.000	1.500	2.000	0.000	b'single'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	20.000	b'friend'	5.000	5.000	3.000	3.000	5.000	5.000	1.000	1.000	2.000	5.000	2.000	b'M'	2.000	1.500	3.000	0.000	b'single'	b'1'	b'1'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
0.000	b'dawn'	20.000	b'social_network'	5.000	4.000	5.000	3.000	5.000	5.000	5.000	1.000	1.000	1.000	1.000	b'M'	4.000	2.000	4.000	0.000	b'single'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dawn'	15.000	b'by_chance'	5.000	5.000	2.000	4.000	5.000	4.000	3.000	2.000	1.000	1.000	1.000	b'M'	2.000	1.500	2.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	30.000	b'social_network'	5.000	5.000	4.000	5.000	4.000	4.000	4.000	3.000	4.000	4.000	4.000	b'F'	2.000	1.000	6.000	0.000	b'single'	b'1'	b'1'	b'1'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	30.000	b'friend'	5.000	5.000	4.000	4.000	5.000	5.000	3.000	2.000	3.000	4.000	4.000	b'M'	1.000	1.500	5.000	0.000	b'single'	b'1'	b'0'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'	b'1'	b'1'
0.000	b'dinner'	20.000	b'social_network'	5.000	5.000	4.000	5.000	4.000	4.000	5.000	1.000	3.000	1.000	1.000	b'F'	2.000	3.000	4.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	20.000	b'friend'	5.000	5.000	4.000	5.000	5.000	5.000	2.000	3.000	4.000	2.000	1.000	b'M'	2.000	1.500	3.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'lunch'	20.000	b'social_network'	2.000	2.000	2.000	2.000	2.000	2.000	5.000	2.000	2.000	1.000	2.000	b'M'	6.000	3.000	3.000	1.000	b'married'	b'1'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dinner'	20.000	b'friend'	4.000	3.000	5.000	3.000	4.000	3.000	5.000	4.000	4.000	2.000	2.000	b'M'	2.000	1.000	2.000	0.000	b'single'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'1'
0.000	b'dawn'	20.000	b'web'	5.000	5.000	4.000	4.000	5.000	5.000	4.000	3.000	3.000	3.000	3.000	b'M'	2.000	1.000	4.000	0.000	b'single'	b'1'	b'1'	b'0'	b'0'	b'1'	b'0'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	15.000	b'by_chance'	4.000	5.000	5.000	5.000	5.000	5.000	2.000	3.000	3.000	4.000	2.000	b'F'	3.000	3.000	4.000	0.000	b'married'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
1.000	b'happy_hour'	30.000	b'social_network'	5.000	5.000	5.000	5.000	5.000	5.000	1.000	3.000	5.000	3.000	5.000	b'M'	3.000	2.000	5.000	1.000	b'single'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'happy_hour'	15.000	b'friend'	5.000	5.000	5.000	4.000	4.000	4.000	2.000	3.000	4.000	2.000	2.000	b'M'	1.000	1.500	1.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
3.000	b'dinner'	30.000	b'social_network'	4.000	4.000	4.000	5.000	5.000	5.000	5.000	3.000	5.000	5.000	5.000	b'M'	2.000	1.500	1.000	0.000	b'single'	b'1'	b'1'	b'0'	b'0'	b'1'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'afternoon'	15.000	b'by_chance'	5.000	5.000	2.000	4.000	5.000	4.000	2.000	3.000	2.000	1.000	1.000	b'M'	2.000	1.500	4.000	1.000	b'single'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'happy_hour'	20.000	b'friend'	5.000	4.000	3.000	5.000	4.000	4.000	3.000	2.000	3.000	4.000	4.000	b'F'	2.000	1.500	3.000	0.000	b'single'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
0.000	b'happy_hour'	30.000	b'friend'	5.000	5.000	3.000	3.000	5.000	4.000	4.000	3.000	3.000	1.000	1.000	b'M'	2.000	1.500	4.000	0.000	b'single'	b'0'	b'1'	b'0'	b'1'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
1.000	b'happy_hour'	20.000	b'social_network'	5.000	5.000	4.000	5.000	5.000	5.000	4.000	2.000	5.000	5.000	5.000	b'F'	2.000	1.500	2.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	15.000	b'social_network'	4.000	4.000	2.000	4.000	5.000	5.000	3.000	4.000	4.000	4.000	3.000	b'M'	5.000	1.500	2.000	1.000	b'married'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
2.000	b'dawn'	20.000	b'friend'	5.000	5.000	3.000	4.000	5.000	5.000	5.000	2.000	4.000	3.000	3.000	b'F'	1.000	1.000	3.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'happy_hour'	20.000	b'friend'	4.000	5.000	4.000	4.000	3.000	4.000	3.000	3.000	4.000	2.000	2.000	b'M'	1.000	1.500	1.000	0.000	b'single'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	20.000	b'social_network'	4.000	5.000	4.000	5.000	5.000	5.000	2.000	3.000	4.000	4.000	2.000	b'M'	2.000	1.500	1.000	0.000	b'single'	b'1'	b'1'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'afternoon'	20.000	b'by_chance'	5.000	5.000	5.000	5.000	5.000	5.000	2.000	3.000	4.000	2.000	1.000	b'F'	1.000	1.000	1.000	1.000	b'single'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'
0.000	b'afternoon'	15.000	b'friend'	5.000	5.000	4.000	5.000	5.000	5.000	3.000	3.000	3.000	3.000	3.000	b'M'	2.000	1.000	1.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dinner'	15.000	b'by_chance'	4.000	5.000	4.000	4.000	5.000	5.000	2.000	3.000	2.000	2.000	2.000	b'M'	2.000	2.000	1.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dinner'	15.000	b'by_chance'	5.000	5.000	1.000	4.000	4.000	2.000	3.000	5.000	3.000	2.000	1.000	b'F'	2.000	1.500	1.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dawn'	20.000	b'social_network'	5.000	5.000	2.000	5.000	5.000	4.000	4.000	3.000	4.000	4.000	4.000	b'F'	2.000	2.000	4.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
0.000	b'dinner'	15.000	b'friend'	5.000	4.000	3.000	5.000	4.000	4.000	5.000	3.000	2.000	1.000	1.000	b'F'	2.000	1.500	3.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dinner'	20.000	b'friend'	5.000	5.000	4.000	4.000	5.000	5.000	4.000	3.000	4.000	3.000	3.000	b'F'	2.000	2.000	5.000	1.000	b'single'	b'0'	b'1'	b'0'	b'0'	b'1'	b'1'	b'1'	b'0'	b'0'	b'1'	b'0'	b'0'
0.000	b'dinner'	20.000	b'by_chance'	3.000	5.000	4.000	5.000	4.000	5.000	2.000	4.000	4.000	4.000	2.000	b'M'	1.000	1.500	1.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'afternoon'	15.000	b'web'	2.000	2.000	2.000	2.000	2.000	2.000	5.000	2.000	4.000	1.000	1.000	b'F'	1.000	1.000	1.000	0.000	b'single'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	20.000	b'social_network'	5.000	5.000	4.000	5.000	5.000	5.000	5.000	2.000	3.000	4.000	4.000	b'F'	1.000	1.500	3.000	0.000	b'single'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
1.000	b'dinner'	20.000	b'social_network'	5.000	5.000	5.000	5.000	5.000	5.000	4.000	2.000	5.000	1.000	1.000	b'F'	2.000	2.000	1.000	1.000	b'single'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	15.000	b'friend'	5.000	5.000	5.000	5.000	5.000	5.000	5.000	2.000	4.000	3.000	4.000	b'M'	3.000	3.000	5.000	1.000	b'married'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'	b'1'	b'1'
0.000	b'dinner'	20.000	b'social_network'	5.000	5.000	5.000	5.000	5.000	5.000	4.000	1.000	5.000	5.000	4.000	b'F'	3.000	1.500	1.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dinner'	20.000	b'social_network'	5.000	5.000	4.000	5.000	5.000	4.000	5.000	3.000	3.000	4.000	2.000	b'F'	2.000	2.000	5.000	0.000	b'single'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
3.000	b'dawn'	15.000	b'by_chance'	5.000	3.000	4.000	4.000	5.000	3.000	2.000	3.000	3.000	2.000	1.000	b'M'	2.000	1.500	6.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'	b'0'	b'1'
0.000	b'dinner'	20.000	b'by_chance'	4.000	5.000	3.000	3.000	5.000	4.000	4.000	4.000	3.000	3.000	3.000	b'M'	1.000	1.500	3.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
0.000	b'dinner'	20.000	b'friend'	5.000	5.000	5.000	5.000	5.000	5.000	4.000	3.000	1.000	1.000	1.000	b'F'	4.000	2.000	4.000	0.000	b'married'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dinner'	20.000	b'social_network'	5.000	5.000	2.000	4.000	4.000	4.000	4.000	3.000	3.000	2.000	2.000	b'M'	2.000	1.500	4.000	0.000	b'single'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'
0.000	b'dinner'	30.000	b'web'	5.000	5.000	3.000	4.000	5.000	5.000	4.000	4.000	4.000	4.000	4.000	b'F'	4.000	2.000	6.000	1.000	b'married'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	20.000	b'social_network'	5.000	5.000	4.000	4.000	5.000	5.000	3.000	2.000	3.000	4.000	4.000	b'M'	2.000	1.500	2.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dinner'	20.000	b'by_chance'	5.000	5.000	4.000	4.000	5.000	4.000	5.000	3.000	2.000	2.000	2.000	b'F'	2.000	1.500	1.000	0.000	b'married'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
0.000	b'dinner'	20.000	b'friend'	5.000	5.000	4.000	4.000	4.000	4.000	5.000	3.000	3.000	3.000	3.000	b'M'	2.000	1.500	3.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dinner'	30.000	b'friend'	5.000	4.000	2.000	5.000	5.000	4.000	5.000	3.000	2.000	1.000	1.000	b'F'	2.000	2.000	2.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	20.000	b'friend'	5.000	5.000	5.000	4.000	4.000	5.000	5.000	3.000	4.000	2.000	2.000	b'F'	7.000	4.000	6.000	0.000	b'married'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dinner'	20.000	b'social_network'	5.000	5.000	5.000	5.000	5.000	5.000	5.000	3.000	4.000	1.000	1.000	b'M'	5.000	3.000	5.000	1.000	b'married'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'happy_hour'	20.000	b'by_chance'	5.000	5.000	4.000	5.000	4.000	5.000	4.000	3.000	4.000	1.000	1.000	b'F'	2.000	1.500	2.000	0.000	b'single'	b'1'	b'1'	b'1'	b'0'	b'0'	b'1'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'
0.000	b'dawn'	15.000	b'friend'	2.000	2.000	2.000	2.000	2.000	2.000	4.000	2.000	2.000	1.000	1.000	b'M'	2.000	2.000	4.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	30.000	b'friend'	5.000	5.000	5.000	5.000	5.000	5.000	2.000	3.000	4.000	4.000	3.000	b'F'	2.000	1.500	3.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
0.000	b'dinner'	20.000	b'social_network'	5.000	5.000	5.000	4.000	5.000	5.000	4.000	3.000	4.000	3.000	3.000	b'F'	2.000	1.500	3.000	1.000	b'single'	b'1'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'
3.000	b'dinner'	15.000	b'social_network'	5.000	4.000	4.000	5.000	5.000	4.000	3.000	3.000	5.000	3.000	4.000	b'M'	2.000	1.500	5.000	1.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'
1.000	b'dinner'	20.000	b'social_network'	5.000	5.000	5.000	5.000	5.000	5.000	5.000	3.000	3.000	3.000	2.000	b'F'	2.000	1.500	4.000	0.000	b'single'	b'1'	b'0'	b'0'	b'0'	b'0'	b'0'	b'0'	b'1'	b'0'	b'0'	b'0'	b'1'
