Replica	Script	Step	Status	Participant	Age	Sex	Education	Knowledge Area	Contact Me	Withdraw	Task Type	Section	Function	Sample Type	Oracle	Predicted	Response	Start	Finish	User Agent	Comments
os2	11	2	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/49	1	1	1	1715168976498	1715168996011	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	3	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/82	2	2	2	1715168998429	1715169001389	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	4	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/104	3	3	3	1715169003304	1715169007220	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	5	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT03	Section 0 - Polygrid  diagram	set-ready	/os2/2/set-ready/polygrid/first/common	0	0	0	1715169007677	1715169011285	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	6	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/103	3	3	3	1715169012985	1715169023961	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	7	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/54	2	2	2	1715169025987	1715169029072	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	8	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/115	3	3	3	1715169030772	1715169035290	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	9	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/38	1	1	1	1715169036913	1715169039686	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	10	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/126	3	3	2	1715169041215	1715169048073	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	11	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/129	3	2	2	1715169050762	1715169057334	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	12	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/115	3	3	3	1715169057743	1715169061217	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	13	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/38	1	1	1	1715169061828	1715169063574	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	14	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT03	Section 1 - Bar Charts diagram	instruction	/os2/4/instruction/barsgrid/last/common	0	0	0	1715169064478	1715169078203	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	15	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/49	1	1	1	1715169079209	1715169095891	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	16	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/82	2	2	2	1715169097078	1715169103756	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	17	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/104	3	3	3	1715169104971	1715169106756	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	18	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT03	Section 1 - Bar Charts diagram	set-ready	/os2/6/set-ready/barsgrid/last/common	0	0	0	1715169107183	1715169107914	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	19	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/103	3	3	3	1715169109052	1715169121891	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	20	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/54	2	2	2	1715169123032	1715169133242	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	21	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/115	3	3	3	1715169134436	1715169137933	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	22	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/38	1	1	1	1715169139102	1715169141465	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	23	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/126	3	3	3	1715169142402	1715169147229	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	24	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/129	3	2	2	1715169148373	1715169151612	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	25	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/115	3	3	3	1715169152088	1715169154457	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	11	26	COMPLETED	masked@email.br	22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	True	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/38	1	1	1	1715169155101	1715169160482	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36	Radar foi mais facil de trabalhar que barras. Um feedback dos acertos seria legal
os2	12	1	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT03	Section 0 - Bar Charts diagram	instruction	/os2/0/instruction/barsgrid/first/common	0	0	0	1715128633383	1715128889857	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	2	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/49	1	1	1	1715128890982	1715128903755	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	3	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/82	2	2	2	1715128904544	1715128912325	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	4	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/104	3	3	3	1715128913129	1715128918230	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	5	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT03	Section 0 - Bar Charts diagram	set-ready	/os2/2/set-ready/barsgrid/first/common	0	0	0	1715128918453	1715128922808	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	6	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/103	3	3	3	1715128923715	1715128929661	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	7	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/54	2	2	2	1715128930445	1715128938958	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	8	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/115	3	3	3	1715128940017	1715128954735	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	9	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/38	1	1	1	1715128955537	1715128959065	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	10	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/126	3	3	2	1715128959865	1715128965263	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	11	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/129	3	2	3	1715128966043	1715128970971	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	12	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/115	3	3	3	1715128971366	1715128978750	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	13	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/38	1	1	1	1715128978964	1715128982220	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	14	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT03	Section 1 - Polygrid  diagram	instruction	/os2/4/instruction/polygrid/last/common	0	0	0	1715128983589	1715129238813	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	15	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/49	1	1	1	1715129240333	1715129243056	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	16	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/82	2	2	2	1715129244414	1715129247126	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	17	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/104	3	3	3	1715129248299	1715129259779	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	18	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT03	Section 1 - Polygrid  diagram	set-ready	/os2/6/set-ready/polygrid/last/common	0	0	0	1715129260033	1715129261874	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	19	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/103	3	3	3	1715129263048	1715129275726	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	20	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/54	2	2	2	1715129276896	1715129284593	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	21	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/115	3	3	3	1715129285743	1715129292772	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	22	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/38	1	1	1	1715129294164	1715129297233	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	23	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/126	3	3	2	1715129298636	1715129309970	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	24	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/129	3	2	3	1715129311105	1715129322032	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	25	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/115	3	3	3	1715129322254	1715129330676	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	12	26	COMPLETED		19	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/38	1	1	1	1715129330918	1715129333407	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36	
os2	13	1	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT03	Section 0 - Polygrid  diagram	instruction	/os2/0/instruction/polygrid/first/common	0	0	0	1716650661877	1716650905828	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	2	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/49	1	1	1	1716650906500	1716650913168	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	3	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/82	2	2	2	1716650913695	1716650917493	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	4	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/104	3	3	3	1716650918061	1716650920281	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	5	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT03	Section 0 - Polygrid  diagram	set-ready	/os2/2/set-ready/polygrid/first/common	0	0	0	1716650920550	1716650925068	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	6	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/95	2	2	2	1716650925553	1716650956122	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	7	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/89	2	2	2	1716650956598	1716650962706	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	8	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/115	3	3	3	1716650963246	1716650966944	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	9	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/38	1	1	1	1716650967514	1716650971618	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	10	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/52	2	2	2	1716650972157	1716650995046	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	11	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/98	2	2	2	1716650995587	1716651001024	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	12	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/115	3	3	3	1716651001402	1716651005063	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	13	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/38	1	1	1	1716651005343	1716651008356	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	14	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT03	Section 1 - Bar Charts diagram	instruction	/os2/4/instruction/barsgrid/last/common	0	0	0	1716651009750	1716651113043	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	15	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/49	1	1	2	1716651113586	1716651119942	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	16	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/82	2	2	2	1716651120323	1716651145140	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	17	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/104	3	3	3	1716651145596	1716651148892	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	18	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT03	Section 1 - Bar Charts diagram	set-ready	/os2/6/set-ready/barsgrid/last/common	0	0	0	1716651149164	1716651155380	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	19	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/95	2	2	2	1716651155748	1716651167271	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	20	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/89	2	2	2	1716651167666	1716651195152	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
os2	13	21	COMPLETED		22	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/115	3	3	3	1716651195536	1716651200252	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0	
