Script	Step	Slot	Task Type	Section	Function	Sample Type	Oracle	Predicted	Value
25	21	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/115	3	3	os2_iris_case_115_barsgrid.png
25	22	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/38	1	1	os2_iris_case_038_barsgrid.png
25	23	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/51	2	2	os2_iris_case_051_barsgrid.png
25	24	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/98	2	2	os2_iris_case_098_barsgrid.png
25	25	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/115	3	3	os2_iris_case_115_barsgrid.png
25	26	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/38	1	1	os2_iris_case_038_barsgrid.png
26	1	1	TT03	Section 0 - Bar Charts diagram	instruction	/os2/0/instruction/barsgrid/first/common	0	0	audiovisual|https://player.vimeo.com/video/918538828?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
26	2	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/49	1	1	os2_iris_case_049_barsgrid.png
26	3	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/82	2	2	os2_iris_case_082_barsgrid.png
26	4	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/104	3	3	os2_iris_case_104_barsgrid.png
26	5	1	TT03	Section 0 - Bar Charts diagram	set-ready	/os2/2/set-ready/barsgrid/first/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
26	6	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/95	2	2	os2_iris_case_095_barsgrid.png
26	7	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/53	2	2	os2_iris_case_053_barsgrid.png
26	8	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/115	3	3	os2_iris_case_115_barsgrid.png
26	9	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/38	1	1	os2_iris_case_038_barsgrid.png
26	10	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/51	2	2	os2_iris_case_051_barsgrid.png
26	11	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/98	2	2	os2_iris_case_098_barsgrid.png
26	12	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/115	3	3	os2_iris_case_115_barsgrid.png
26	13	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/38	1	1	os2_iris_case_038_barsgrid.png
26	14	1	TT03	Section 1 - Polygrid  diagram	instruction	/os2/4/instruction/polygrid/last/common	0	0	audiovisual|https://player.vimeo.com/video/918537739?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
26	15	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/49	1	1	os2_iris_case_049_polygrid.png
26	16	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/82	2	2	os2_iris_case_082_polygrid.png
26	17	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/104	3	3	os2_iris_case_104_polygrid.png
26	18	1	TT03	Section 1 - Polygrid  diagram	set-ready	/os2/6/set-ready/polygrid/last/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
26	19	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/95	2	2	os2_iris_case_095_polygrid.png
26	20	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/53	2	2	os2_iris_case_053_polygrid.png
26	21	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/115	3	3	os2_iris_case_115_polygrid.png
26	22	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/38	1	1	os2_iris_case_038_polygrid.png
26	23	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/51	2	2	os2_iris_case_051_polygrid.png
26	24	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/98	2	2	os2_iris_case_098_polygrid.png
26	25	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/115	3	3	os2_iris_case_115_polygrid.png
26	26	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/38	1	1	os2_iris_case_038_polygrid.png
27	1	1	TT03	Section 0 - Polygrid  diagram	instruction	/os2/0/instruction/polygrid/first/common	0	0	audiovisual|https://player.vimeo.com/video/918537658?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
27	2	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/49	1	1	os2_iris_case_049_polygrid.png
27	3	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/82	2	2	os2_iris_case_082_polygrid.png
27	4	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/104	3	3	os2_iris_case_104_polygrid.png
27	5	1	TT03	Section 0 - Polygrid  diagram	set-ready	/os2/2/set-ready/polygrid/first/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
27	6	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/124	3	3	os2_iris_case_124_polygrid.png
27	7	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/103	3	3	os2_iris_case_103_polygrid.png
27	8	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/115	3	3	os2_iris_case_115_polygrid.png
27	9	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/38	1	1	os2_iris_case_038_polygrid.png
27	10	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/129	3	2	os2_iris_case_129_polygrid.png
27	11	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/118	3	3	os2_iris_case_118_polygrid.png
27	12	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/115	3	3	os2_iris_case_115_polygrid.png
27	13	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/38	1	1	os2_iris_case_038_polygrid.png
27	14	1	TT03	Section 1 - Bar Charts diagram	instruction	/os2/4/instruction/barsgrid/last/common	0	0	audiovisual|https://player.vimeo.com/video/918538800?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
27	15	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/49	1	1	os2_iris_case_049_barsgrid.png
27	16	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/82	2	2	os2_iris_case_082_barsgrid.png
27	17	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/104	3	3	os2_iris_case_104_barsgrid.png
27	18	1	TT03	Section 1 - Bar Charts diagram	set-ready	/os2/6/set-ready/barsgrid/last/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
27	19	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/124	3	3	os2_iris_case_124_barsgrid.png
27	20	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/103	3	3	os2_iris_case_103_barsgrid.png
27	21	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/115	3	3	os2_iris_case_115_barsgrid.png
27	22	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/38	1	1	os2_iris_case_038_barsgrid.png
27	23	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/129	3	2	os2_iris_case_129_barsgrid.png
27	24	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/118	3	3	os2_iris_case_118_barsgrid.png
27	25	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/115	3	3	os2_iris_case_115_barsgrid.png
27	26	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/38	1	1	os2_iris_case_038_barsgrid.png
28	1	1	TT03	Section 0 - Bar Charts diagram	instruction	/os2/0/instruction/barsgrid/first/common	0	0	audiovisual|https://player.vimeo.com/video/918538828?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
28	2	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/49	1	1	os2_iris_case_049_barsgrid.png
28	3	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/82	2	2	os2_iris_case_082_barsgrid.png
28	4	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/104	3	3	os2_iris_case_104_barsgrid.png
28	5	1	TT03	Section 0 - Bar Charts diagram	set-ready	/os2/2/set-ready/barsgrid/first/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
28	6	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/124	3	3	os2_iris_case_124_barsgrid.png
28	7	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/103	3	3	os2_iris_case_103_barsgrid.png
28	8	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/115	3	3	os2_iris_case_115_barsgrid.png
28	9	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/38	1	1	os2_iris_case_038_barsgrid.png
28	10	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/129	3	2	os2_iris_case_129_barsgrid.png
28	11	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/118	3	3	os2_iris_case_118_barsgrid.png
28	12	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/115	3	3	os2_iris_case_115_barsgrid.png
28	13	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/38	1	1	os2_iris_case_038_barsgrid.png
28	14	1	TT03	Section 1 - Polygrid  diagram	instruction	/os2/4/instruction/polygrid/last/common	0	0	audiovisual|https://player.vimeo.com/video/918537739?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
28	15	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/49	1	1	os2_iris_case_049_polygrid.png
28	16	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/82	2	2	os2_iris_case_082_polygrid.png
28	17	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/104	3	3	os2_iris_case_104_polygrid.png
28	18	1	TT03	Section 1 - Polygrid  diagram	set-ready	/os2/6/set-ready/polygrid/last/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
28	19	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/124	3	3	os2_iris_case_124_polygrid.png
28	20	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/103	3	3	os2_iris_case_103_polygrid.png
28	21	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/115	3	3	os2_iris_case_115_polygrid.png
28	22	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/38	1	1	os2_iris_case_038_polygrid.png
28	23	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/129	3	2	os2_iris_case_129_polygrid.png
28	24	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/118	3	3	os2_iris_case_118_polygrid.png
28	25	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/115	3	3	os2_iris_case_115_polygrid.png
28	26	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/38	1	1	os2_iris_case_038_polygrid.png
29	1	1	TT03	Section 0 - Polygrid  diagram	instruction	/os2/0/instruction/polygrid/first/common	0	0	audiovisual|https://player.vimeo.com/video/918537658?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
29	2	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/49	1	1	os2_iris_case_049_polygrid.png
29	3	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/82	2	2	os2_iris_case_082_polygrid.png
29	4	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/104	3	3	os2_iris_case_104_polygrid.png
29	5	1	TT03	Section 0 - Polygrid  diagram	set-ready	/os2/2/set-ready/polygrid/first/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
29	6	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/45	1	1	os2_iris_case_045_polygrid.png
29	7	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/84	2	3	os2_iris_case_084_polygrid.png
29	8	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/115	3	3	os2_iris_case_115_polygrid.png
29	9	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/38	1	1	os2_iris_case_038_polygrid.png
29	10	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/13	1	1	os2_iris_case_013_polygrid.png
29	11	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/98	2	2	os2_iris_case_098_polygrid.png
29	12	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/115	3	3	os2_iris_case_115_polygrid.png
29	13	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/38	1	1	os2_iris_case_038_polygrid.png
29	14	1	TT03	Section 1 - Bar Charts diagram	instruction	/os2/4/instruction/barsgrid/last/common	0	0	audiovisual|https://player.vimeo.com/video/918538800?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
29	15	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/49	1	1	os2_iris_case_049_barsgrid.png
29	16	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/82	2	2	os2_iris_case_082_barsgrid.png
29	17	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/104	3	3	os2_iris_case_104_barsgrid.png
29	18	1	TT03	Section 1 - Bar Charts diagram	set-ready	/os2/6/set-ready/barsgrid/last/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
29	19	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/45	1	1	os2_iris_case_045_barsgrid.png
29	20	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/84	2	3	os2_iris_case_084_barsgrid.png
29	21	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/115	3	3	os2_iris_case_115_barsgrid.png
29	22	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/38	1	1	os2_iris_case_038_barsgrid.png
29	23	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/13	1	1	os2_iris_case_013_barsgrid.png
29	24	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/98	2	2	os2_iris_case_098_barsgrid.png
29	25	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/115	3	3	os2_iris_case_115_barsgrid.png
29	26	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/38	1	1	os2_iris_case_038_barsgrid.png
30	1	1	TT03	Section 0 - Bar Charts diagram	instruction	/os2/0/instruction/barsgrid/first/common	0	0	audiovisual|https://player.vimeo.com/video/918538828?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
30	2	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/49	1	1	os2_iris_case_049_barsgrid.png
30	3	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/82	2	2	os2_iris_case_082_barsgrid.png
30	4	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/104	3	3	os2_iris_case_104_barsgrid.png
30	5	1	TT03	Section 0 - Bar Charts diagram	set-ready	/os2/2/set-ready/barsgrid/first/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
30	6	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/45	1	1	os2_iris_case_045_barsgrid.png
30	7	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/84	2	3	os2_iris_case_084_barsgrid.png
30	8	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/115	3	3	os2_iris_case_115_barsgrid.png
30	9	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/38	1	1	os2_iris_case_038_barsgrid.png
30	10	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/13	1	1	os2_iris_case_013_barsgrid.png
30	11	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/98	2	2	os2_iris_case_098_barsgrid.png
30	12	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/115	3	3	os2_iris_case_115_barsgrid.png
30	13	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/38	1	1	os2_iris_case_038_barsgrid.png
30	14	1	TT03	Section 1 - Polygrid  diagram	instruction	/os2/4/instruction/polygrid/last/common	0	0	audiovisual|https://player.vimeo.com/video/918537739?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
30	15	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/49	1	1	os2_iris_case_049_polygrid.png
30	16	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/82	2	2	os2_iris_case_082_polygrid.png
30	17	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/104	3	3	os2_iris_case_104_polygrid.png
30	18	1	TT03	Section 1 - Polygrid  diagram	set-ready	/os2/6/set-ready/polygrid/last/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
30	19	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/45	1	1	os2_iris_case_045_polygrid.png
30	20	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/84	2	3	os2_iris_case_084_polygrid.png
30	21	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/115	3	3	os2_iris_case_115_polygrid.png
30	22	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/38	1	1	os2_iris_case_038_polygrid.png
30	23	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/13	1	1	os2_iris_case_013_polygrid.png
30	24	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/98	2	2	os2_iris_case_098_polygrid.png
30	25	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/115	3	3	os2_iris_case_115_polygrid.png
30	26	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/38	1	1	os2_iris_case_038_polygrid.png
31	1	1	TT03	Section 0 - Polygrid  diagram	instruction	/os2/0/instruction/polygrid/first/common	0	0	audiovisual|https://player.vimeo.com/video/918537658?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
31	2	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/49	1	1	os2_iris_case_049_polygrid.png
31	3	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/82	2	2	os2_iris_case_082_polygrid.png
31	4	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/104	3	3	os2_iris_case_104_polygrid.png
31	5	1	TT03	Section 0 - Polygrid  diagram	set-ready	/os2/2/set-ready/polygrid/first/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
31	6	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/95	2	2	os2_iris_case_095_polygrid.png
31	7	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/89	2	2	os2_iris_case_089_polygrid.png
31	8	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/115	3	3	os2_iris_case_115_polygrid.png
31	9	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/38	1	1	os2_iris_case_038_polygrid.png
31	10	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/51	2	2	os2_iris_case_051_polygrid.png
31	11	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/98	2	2	os2_iris_case_098_polygrid.png
31	12	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/115	3	3	os2_iris_case_115_polygrid.png
31	13	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/38	1	1	os2_iris_case_038_polygrid.png
31	14	1	TT03	Section 1 - Bar Charts diagram	instruction	/os2/4/instruction/barsgrid/last/common	0	0	audiovisual|https://player.vimeo.com/video/918538800?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
31	15	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/49	1	1	os2_iris_case_049_barsgrid.png
31	16	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/82	2	2	os2_iris_case_082_barsgrid.png
31	17	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/104	3	3	os2_iris_case_104_barsgrid.png
31	18	1	TT03	Section 1 - Bar Charts diagram	set-ready	/os2/6/set-ready/barsgrid/last/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
31	19	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/95	2	2	os2_iris_case_095_barsgrid.png
31	20	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/89	2	2	os2_iris_case_089_barsgrid.png
31	21	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/115	3	3	os2_iris_case_115_barsgrid.png
31	22	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/38	1	1	os2_iris_case_038_barsgrid.png
31	23	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/51	2	2	os2_iris_case_051_barsgrid.png
31	24	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/98	2	2	os2_iris_case_098_barsgrid.png
31	25	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/115	3	3	os2_iris_case_115_barsgrid.png
31	26	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/38	1	1	os2_iris_case_038_barsgrid.png
32	1	1	TT03	Section 0 - Bar Charts diagram	instruction	/os2/0/instruction/barsgrid/first/common	0	0	audiovisual|https://player.vimeo.com/video/918538828?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
32	2	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/49	1	1	os2_iris_case_049_barsgrid.png
32	3	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/82	2	2	os2_iris_case_082_barsgrid.png
32	4	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/104	3	3	os2_iris_case_104_barsgrid.png
32	5	1	TT03	Section 0 - Bar Charts diagram	set-ready	/os2/2/set-ready/barsgrid/first/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
32	6	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/95	2	2	os2_iris_case_095_barsgrid.png
32	7	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/89	2	2	os2_iris_case_089_barsgrid.png
32	8	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/115	3	3	os2_iris_case_115_barsgrid.png
32	9	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/38	1	1	os2_iris_case_038_barsgrid.png
32	10	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/51	2	2	os2_iris_case_051_barsgrid.png
32	11	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/98	2	2	os2_iris_case_098_barsgrid.png
32	12	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/115	3	3	os2_iris_case_115_barsgrid.png
32	13	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/38	1	1	os2_iris_case_038_barsgrid.png
32	14	1	TT03	Section 1 - Polygrid  diagram	instruction	/os2/4/instruction/polygrid/last/common	0	0	audiovisual|https://player.vimeo.com/video/918537739?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
32	15	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/49	1	1	os2_iris_case_049_polygrid.png
